name,entry,basic_blocks,callees
sub_8bd710,0x8bd710,6,2
sub_8bd770,0x8bd770,3,1
sub_8bd790,0x8bd790,2,0
sub_8bd7e0,0x8bd7e0,3,2
sub_8bd810,0x8bd810,4,1
sub_8bd840,0x8bd840,1,0
sub_8bd850,0x8bd850,1,0
sub_8bd860,0x8bd860,1,0
sub_8bd870,0x8bd870,3,2
sub_8bd8a0,0x8bd8a0,3,2
sub_8bd8fd,0x8bd8fd,1,0
sub_8bd910,0x8bd910,5,2
sub_8bd960,0x8bd960,1,0
sub_8bd970,0x8bd970,16,3
sub_8bda30,0x8bda30,1,0
sub_8bda40,0x8bda40,1,0
sub_8bda50,0x8bda50,1,0
sub_8bda60,0x8bda60,1,1
sub_8bda80,0x8bda80,6,3
sub_8bdaf0,0x8bdaf0,3,1
sub_8bdb50,0x8bdb50,1,0
sub_8bdb60,0x8bdb60,1,0
sub_8bdb70,0x8bdb70,1,0
sub_8bdb80,0x8bdb80,1,0
sub_8bdb90,0x8bdb90,1,0
sub_8bdba0,0x8bdba0,10,4
sub_8bdc20,0x8bdc20,6,5
sub_8bdce0,0x8bdce0,3,4
sub_8bdd40,0x8bdd40,3,2
sub_8bdd70,0x8bdd70,3,2
sub_8bdda0,0x8bdda0,5,2
sub_8bddf0,0x8bddf0,9,2
sub_8bde50,0x8bde50,22,5
sub_8bdeb0,0x8bdeb0,9,2
sub_8bdf60,0x8bdf60,8,1
sub_8bdfd0,0x8bdfd0,1,0
sub_8bdfe0,0x8bdfe0,1,0
sub_8bdff0,0x8bdff0,13,0
sub_8be070,0x8be070,1,0
sub_8be080,0x8be080,1,1
sub_8be0a0,0x8be0a0,22,5
sub_8be190,0x8be190,3,2
sub_8be1c0,0x8be1c0,1,0
sub_8be1d0,0x8be1d0,1,0
sub_8be1e0,0x8be1e0,3,2
sub_8be220,0x8be220,7,0
sub_8be2d0,0x8be2d0,3,4
sub_8be320,0x8be320,5,6
sub_8be390,0x8be390,5,2
sub_8be400,0x8be400,5,1
sub_8be460,0x8be460,7,0
sub_8be4a0,0x8be4a0,1,0
sub_8be4b0,0x8be4b0,5,0
sub_8be4f0,0x8be4f0,3,0
sub_8be510,0x8be510,1,0
sub_8be520,0x8be520,14,7
sub_8be6a0,0x8be6a0,1,0
sub_8be6b0,0x8be6b0,1,0
sub_8be6c0,0x8be6c0,6,1
sub_8be720,0x8be720,1,0
sub_8be730,0x8be730,4,0
sub_8be770,0x8be770,18,3
sub_8be830,0x8be830,1,1
sub_8be840,0x8be840,53,14
sub_8bec60,0x8bec60,7,2
sub_8bed00,0x8bed00,3,2
sub_8bed30,0x8bed30,4,0
sub_8bed60,0x8bed60,1,3
sub_8bedc0,0x8bedc0,3,0
sub_8bede0,0x8bede0,1,0
sub_8bedf0,0x8bedf0,1,0
sub_8bee00,0x8bee00,1,0
sub_8bee10,0x8bee10,1,0
sub_8bee30,0x8bee30,8,3
sub_8beef0,0x8beef0,8,1
sub_8bef40,0x8bef40,1,3
sub_8befa0,0x8befa0,1,1
sub_8befe0,0x8befe0,10,3
sub_8bf050,0x8bf050,14,1
sub_8bf100,0x8bf100,29,4
sub_8bf2e0,0x8bf2e0,1,0
sub_8bf2f0,0x8bf2f0,3,2
sub_8bf320,0x8bf320,3,1
sub_8bf340,0x8bf340,3,0
sub_8bf360,0x8bf360,1,0
sub_8bf370,0x8bf370,1,0
sub_8bf380,0x8bf380,1,0
sub_8bf3b0,0x8bf3b0,3,2
sub_8bf3e0,0x8bf3e0,3,0
sub_8bf400,0x8bf400,1,0
sub_8bf410,0x8bf410,1,0
sub_8bf420,0x8bf420,1,0
sub_8bf430,0x8bf430,4,3
sub_8bf4f0,0x8bf4f0,3,3
sub_8bf540,0x8bf540,6,2
sub_8bf620,0x8bf620,7,0
sub_8bf660,0x8bf660,1,0
sub_8bf670,0x8bf670,1,0
sub_8bf680,0x8bf680,7,0
sub_8bf6c0,0x8bf6c0,1,0
sub_8bf6d0,0x8bf6d0,10,7
sub_8bf7f0,0x8bf7f0,1,2
sub_8bf860,0x8bf860,7,2
sub_8bf8b0,0x8bf8b0,3,2
sub_8bf8e0,0x8bf8e0,9,2
sub_8bf950,0x8bf950,12,6
sub_8bfa70,0x8bfa70,8,3
sub_8bfb60,0x8bfb60,1,0
sub_8bfb70,0x8bfb70,1,0
sub_8bfb80,0x8bfb80,1,0
sub_8bfb90,0x8bfb90,1,0
sub_8bfba0,0x8bfba0,1,0
sub_8bfbb0,0x8bfbb0,1,0
sub_8bfbc0,0x8bfbc0,5,5
sub_8bfc40,0x8bfc40,6,4
sub_8bfcc0,0x8bfcc0,5,3
sub_8bfd00,0x8bfd00,1,0
sub_8bfd10,0x8bfd10,1,0
sub_8bfd20,0x8bfd20,1,0
sub_8bfd80,0x8bfd80,13,1
sub_8bfe00,0x8bfe00,1,3
sub_8bfec0,0x8bfec0,58,2
sub_8c0130,0x8c0130,3,2
sub_8c0160,0x8c0160,13,8
sub_8c0270,0x8c0270,23,7
sub_8c03a0,0x8c03a0,5,5
sub_8c0430,0x8c0430,9,4
sub_8c04c0,0x8c04c0,1,2
sub_8c0510,0x8c0510,13,5
sub_8c0610,0x8c0610,3,2
sub_8c0640,0x8c0640,17,6
sub_8c0760,0x8c0760,4,2
sub_8c07f0,0x8c07f0,3,1
sub_8c0830,0x8c0830,3,1
sub_8c0870,0x8c0870,11,0
sub_8c08c0,0x8c08c0,16,2
sub_8c09a0,0x8c09a0,8,0
sub_8c09f0,0x8c09f0,8,1
sub_8c0a50,0x8c0a50,50,3
sub_8c0cb0,0x8c0cb0,6,2
sub_8c0d00,0x8c0d00,5,1
sub_8c0d30,0x8c0d30,1,2
sub_8c0d60,0x8c0d60,15,7
sub_8c0e40,0x8c0e40,14,5
sub_8c0f00,0x8c0f00,3,0
sub_8c0f30,0x8c0f30,13,5
sub_8c0ff0,0x8c0ff0,7,8
sub_8c10c0,0x8c10c0,7,5
sub_8c1150,0x8c1150,5,5
sub_8c11f0,0x8c11f0,8,0
sub_8c1250,0x8c1250,5,3
sub_8c1300,0x8c1300,3,1
sub_8c1330,0x8c1330,3,1
sub_8c1360,0x8c1360,1,4
sub_8c1420,0x8c1420,1,0
sub_8c14a0,0x8c14a0,3,3
sub_8c14e0,0x8c14e0,1,3
sub_8c1570,0x8c1570,1,3
sub_8c1600,0x8c1600,1,3
sub_8c1690,0x8c1690,1,0
sub_8c16c0,0x8c16c0,1,0
sub_8c16f0,0x8c16f0,1,1
sub_8c1730,0x8c1730,1,0
sub_8c1760,0x8c1760,1,0
sub_8c1790,0x8c1790,1,0
sub_8c17d0,0x8c17d0,1,1
sub_8c1810,0x8c1810,1,1
sub_8c1850,0x8c1850,1,2
sub_8c18d0,0x8c18d0,1,5
sub_8c19e0,0x8c19e0,3,3
sub_8c1a20,0x8c1a20,3,2
sub_8c1a70,0x8c1a70,1,0
sub_8c1a90,0x8c1a90,1,0
sub_8c1aa0,0x8c1aa0,1,0
sub_8c1ab0,0x8c1ab0,1,0
sub_8c1ac0,0x8c1ac0,1,0
sub_8c1ad0,0x8c1ad0,3,6
sub_8c1bb0,0x8c1bb0,3,0
sub_8c1be0,0x8c1be0,4,0
sub_8c1c10,0x8c1c10,1,1
sub_8c1c50,0x8c1c50,7,1
sub_8c1cc0,0x8c1cc0,3,1
sub_8c1ce0,0x8c1ce0,3,1
sub_8c1d20,0x8c1d20,12,1
sub_8c1df0,0x8c1df0,3,2
sub_8c1e20,0x8c1e20,3,0
sub_8c1e50,0x8c1e50,21,1
sub_8c1f20,0x8c1f20,1,0
sub_8c1f30,0x8c1f30,1,0
sub_8c1f40,0x8c1f40,1,0
sub_8c1f50,0x8c1f50,1,1
sub_8c1f70,0x8c1f70,10,3
sub_8c1ff0,0x8c1ff0,3,1
sub_8c2020,0x8c2020,11,1
sub_8c20e0,0x8c20e0,3,2
sub_8c2110,0x8c2110,1,0
sub_8c2120,0x8c2120,1,0
sub_8c2130,0x8c2130,1,0
sub_8c2140,0x8c2140,1,0
sub_8c2150,0x8c2150,1,3
sub_8c21a0,0x8c21a0,3,9
sub_8c22e0,0x8c22e0,6,6
sub_8c23b0,0x8c23b0,5,4
sub_8c2420,0x8c2420,8,2
sub_8c2480,0x8c2480,4,2
sub_8c24f0,0x8c24f0,3,2
sub_8c2520,0x8c2520,5,3
sub_8c2580,0x8c2580,3,0
sub_8c25a0,0x8c25a0,3,1
sub_8c25d0,0x8c25d0,7,3
sub_8c2650,0x8c2650,3,0
sub_8c2680,0x8c2680,3,0
sub_8c26b0,0x8c26b0,17,4
sub_8c2760,0x8c2760,14,2
sub_8c2800,0x8c2800,7,1
sub_8c2860,0x8c2860,15,1
sub_8c28f0,0x8c28f0,13,4
sub_8c2980,0x8c2980,3,1
sub_8c29a0,0x8c29a0,5,4
sub_8c2a10,0x8c2a10,8,3
sub_8c2aa0,0x8c2aa0,1,0
sub_8c2b10,0x8c2b10,5,1
sub_8c2b50,0x8c2b50,7,3
sub_8c2bc0,0x8c2bc0,7,2
sub_8c2c20,0x8c2c20,3,2
sub_8c2c50,0x8c2c50,3,1
sub_8c2c80,0x8c2c80,4,1
sub_8c2cb0,0x8c2cb0,1,0
sub_8c2ce0,0x8c2ce0,5,3
sub_8c2d90,0x8c2d90,3,3
sub_8c2e10,0x8c2e10,1,2
sub_8c2e80,0x8c2e80,6,7
sub_8c2f90,0x8c2f90,5,0
sub_8c2fe0,0x8c2fe0,1,0
sub_8c3000,0x8c3000,5,4
sub_8c30a0,0x8c30a0,1,2
sub_8c3100,0x8c3100,3,1
sub_8c3150,0x8c3150,1,0
sub_8c3170,0x8c3170,5,1
sub_8c31a0,0x8c31a0,1,2
sub_8c3200,0x8c3200,6,4
sub_8c3270,0x8c3270,4,1
sub_8c32a0,0x8c32a0,3,2
sub_8c32e0,0x8c32e0,1,1
sub_8c3300,0x8c3300,7,2
sub_8c3350,0x8c3350,1,3
sub_8c3480,0x8c3480,1,0
sub_8c3500,0x8c3500,9,6
sub_8c35c0,0x8c35c0,3,2
sub_8c35f0,0x8c35f0,17,6
sub_8c36e0,0x8c36e0,17,5
sub_8c3800,0x8c3800,16,4
sub_8c3900,0x8c3900,3,2
sub_8c3940,0x8c3940,1,1
sub_8c3970,0x8c3970,7,2
sub_8c39c0,0x8c39c0,83,10
sub_8c3f90,0x8c3f90,6,4
sub_8c4070,0x8c4070,1,0
sub_8c4080,0x8c4080,1,1
sub_8c40a0,0x8c40a0,3,1
sub_8c40e0,0x8c40e0,13,5
sub_8c41a0,0x8c41a0,13,0
sub_8c4260,0x8c4260,12,2
sub_8c42d0,0x8c42d0,3,1
sub_8c4310,0x8c4310,6,5
sub_8c4370,0x8c4370,28,6
sub_8c44c0,0x8c44c0,23,11
sub_8c4670,0x8c4670,22,5
sub_8c4800,0x8c4800,5,5
sub_8c4860,0x8c4860,1,0
sub_8c4870,0x8c4870,1,0
sub_8c4880,0x8c4880,1,0
sub_8c4890,0x8c4890,5,2
sub_8c48f0,0x8c48f0,13,3
sub_8c4960,0x8c4960,31,6
sub_8c4af0,0x8c4af0,12,2
sub_8c4b50,0x8c4b50,5,2
sub_8c4b90,0x8c4b90,3,2
sub_8c4bc0,0x8c4bc0,86,13
sub_8c5110,0x8c5110,1,0
sub_8c5120,0x8c5120,1,0
sub_8c5130,0x8c5130,3,0
sub_8c5150,0x8c5150,1,0
sub_8c5180,0x8c5180,1,0
sub_8c5190,0x8c5190,7,3
sub_8c5210,0x8c5210,13,3
sub_8c5310,0x8c5310,12,1
sub_8c53d0,0x8c53d0,18,3
sub_8c54f0,0x8c54f0,9,5
sub_8c5580,0x8c5580,1,1
sub_8c5600,0x8c5600,5,2
sub_8c5670,0x8c5670,3,2
sub_8c56a0,0x8c56a0,1,0
sub_8c56b0,0x8c56b0,1,0
sub_8c56c0,0x8c56c0,1,0
sub_8c56d0,0x8c56d0,1,1
sub_8c5700,0x8c5700,9,1
sub_8c57b0,0x8c57b0,5,1
sub_8c57f0,0x8c57f0,5,1
sub_8c5840,0x8c5840,5,1
sub_8c5890,0x8c5890,1,0
sub_8c58a0,0x8c58a0,1,0
sub_8c58b0,0x8c58b0,4,0
sub_8c58f0,0x8c58f0,4,0
sub_8c5970,0x8c5970,3,2
sub_8c59a0,0x8c59a0,14,1
sub_8c5a70,0x8c5a70,1,0
sub_8c5a80,0x8c5a80,1,0
sub_8c5a90,0x8c5a90,1,0
sub_8c5aa0,0x8c5aa0,3,1
sub_8c5af0,0x8c5af0,1,1
sub_8c5b10,0x8c5b10,9,5
sub_8c5c30,0x8c5c30,3,4
sub_8c5c70,0x8c5c70,12,3
sub_8c5d20,0x8c5d20,1,0
sub_8c5d30,0x8c5d30,1,0
sub_8c5d40,0x8c5d40,6,1
sub_8c5d90,0x8c5d90,1,1
sub_8c5db0,0x8c5db0,7,2
sub_8c5e40,0x8c5e40,5,3
sub_8c5ea0,0x8c5ea0,8,3
sub_8c5f30,0x8c5f30,43,5
sub_8c60e0,0x8c60e0,6,1
sub_8c6120,0x8c6120,19,5
sub_8c6280,0x8c6280,1,0
sub_8c62a0,0x8c62a0,3,2
sub_8c62d0,0x8c62d0,1,0
sub_8c62e0,0x8c62e0,7,0
sub_8c6320,0x8c6320,1,0
sub_8c6330,0x8c6330,1,0
sub_8c6340,0x8c6340,1,0
sub_8c6350,0x8c6350,1,0
sub_8c6360,0x8c6360,3,2
sub_8c6390,0x8c6390,1,1
sub_8c6560,0x8c6560,21,2
sub_8c6770,0x8c6770,3,2
sub_8c67a0,0x8c67a0,37,6
sub_8c6a60,0x8c6a60,9,1
sub_8c6ac0,0x8c6ac0,11,2
sub_8c6b30,0x8c6b30,11,3
sub_8c6bb0,0x8c6bb0,13,0
sub_8c6c20,0x8c6c20,8,5
sub_8c6c90,0x8c6c90,1,0
sub_8c6ca0,0x8c6ca0,1,0
sub_8c6cb0,0x8c6cb0,3,0
sub_8c6ce0,0x8c6ce0,1,0
sub_8c6cf0,0x8c6cf0,4,0
sub_8c6d20,0x8c6d20,11,3
sub_8c6db0,0x8c6db0,7,0
sub_8c6df0,0x8c6df0,7,0
sub_8c6e40,0x8c6e40,7,1
sub_8c6f10,0x8c6f10,9,2
sub_8c6ff0,0x8c6ff0,6,5
sub_8c70b0,0x8c70b0,12,5
sub_8c71c0,0x8c71c0,7,6
sub_8c7260,0x8c7260,5,1
sub_8c7300,0x8c7300,6,1
sub_8c7330,0x8c7330,20,6
sub_8c7480,0x8c7480,4,2
sub_8c74c0,0x8c74c0,5,2
sub_8c7510,0x8c7510,6,3
sub_8c7580,0x8c7580,1,1
sub_8c75a0,0x8c75a0,3,2
sub_8c75d0,0x8c75d0,5,2
sub_8c7600,0x8c7600,52,10
sub_8c7880,0x8c7880,14,3
sub_8c7930,0x8c7930,9,2
sub_8c79b0,0x8c79b0,17,4
sub_8c7ac0,0x8c7ac0,21,4
sub_8c7c00,0x8c7c00,21,7
sub_8c7df0,0x8c7df0,7,3
sub_8c7ea0,0x8c7ea0,3,2
sub_8c7ed0,0x8c7ed0,1,1
sub_8c7f00,0x8c7f00,11,2
sub_8c7f60,0x8c7f60,1,0
sub_8c7f70,0x8c7f70,1,0
sub_8c7fc0,0x8c7fc0,1,0
sub_8c7fd0,0x8c7fd0,12,2
sub_8c8040,0x8c8040,14,7
sub_8c8140,0x8c8140,16,1
sub_8c81e0,0x8c81e0,5,1
sub_8c8250,0x8c8250,11,2
sub_8c82b0,0x8c82b0,1,1
sub_8c82d0,0x8c82d0,5,3
sub_8c8340,0x8c8340,17,6
sub_8c8410,0x8c8410,15,8
sub_8c8510,0x8c8510,12,2
sub_8c85d0,0x8c85d0,22,2
sub_8c86e0,0x8c86e0,8,4
sub_8c8770,0x8c8770,17,4
sub_8c8850,0x8c8850,3,2
sub_8c88c0,0x8c88c0,13,2
sub_8c8950,0x8c8950,3,2
sub_8c8980,0x8c8980,7,4
sub_8c8a50,0x8c8a50,5,1
sub_8c8a80,0x8c8a80,25,5
sub_8c8be0,0x8c8be0,4,0
sub_8c8c10,0x8c8c10,14,2
sub_8c8cb0,0x8c8cb0,4,1
sub_8c8ce0,0x8c8ce0,41,7
sub_8c8f00,0x8c8f00,3,1
sub_8c8f30,0x8c8f30,3,1
sub_8c8f60,0x8c8f60,5,1
sub_8c8f8b,0x8c8f8b,1,0
sub_8c8fa0,0x8c8fa0,10,6
sub_8c9060,0x8c9060,10,4
sub_8c9100,0x8c9100,4,0
sub_8c9130,0x8c9130,9,2
sub_8c9180,0x8c9180,5,3
sub_8c9200,0x8c9200,3,2
sub_8c9230,0x8c9230,27,6
sub_8c93a0,0x8c93a0,8,4
sub_8c9430,0x8c9430,1,1
sub_8c9450,0x8c9450,1,1
sub_8c9470,0x8c9470,13,3
sub_8c9500,0x8c9500,5,3
sub_8c9550,0x8c9550,7,4
sub_8c95d0,0x8c95d0,8,4
sub_8c9650,0x8c9650,10,1
sub_8c9730,0x8c9730,8,2
sub_8c9780,0x8c9780,14,2
sub_8c9820,0x8c9820,16,2
sub_8c98f0,0x8c98f0,4,1
sub_8c9920,0x8c9920,15,5
sub_8c9b10,0x8c9b10,5,3
sub_8c9b90,0x8c9b90,3,2
sub_8c9bc0,0x8c9bc0,13,3
sub_8c9c90,0x8c9c90,7,2
sub_8c9ce0,0x8c9ce0,13,6
sub_8c9dc0,0x8c9dc0,14,5
sub_8c9ec0,0x8c9ec0,6,5
sub_8c9f60,0x8c9f60,6,0
sub_8c9f90,0x8c9f90,5,0
sub_8ca000,0x8ca000,1,0
sub_8ca010,0x8ca010,1,0
sub_8ca020,0x8ca020,1,0
sub_8ca030,0x8ca030,14,4
sub_8ca120,0x8ca120,16,1
sub_8ca1c0,0x8ca1c0,1,1
sub_8ca1e0,0x8ca1e0,1,1
sub_8ca200,0x8ca200,3,1
sub_8ca240,0x8ca240,16,4
sub_8ca2f0,0x8ca2f0,18,4
sub_8ca3c0,0x8ca3c0,11,4
sub_8ca450,0x8ca450,5,2
sub_8ca4c0,0x8ca4c0,29,12
sub_8ca790,0x8ca790,5,3
sub_8ca7f0,0x8ca7f0,3,2
sub_8ca820,0x8ca820,9,2
sub_8ca890,0x8ca890,13,0
sub_8ca8f0,0x8ca8f0,15,1
sub_8ca980,0x8ca980,7,4
sub_8caa00,0x8caa00,14,3
sub_8caad0,0x8caad0,25,8
sub_8cac70,0x8cac70,1,0
sub_8cac80,0x8cac80,1,0
sub_8cac90,0x8cac90,1,0
sub_8caca0,0x8caca0,6,3
sub_8cad00,0x8cad00,6,1
sub_8cad40,0x8cad40,8,2
sub_8cadf0,0x8cadf0,1,1
sub_8cae10,0x8cae10,1,1
sub_8cae40,0x8cae40,1,1
sub_8cae60,0x8cae60,8,1
sub_8caed0,0x8caed0,41,9
sub_8cb0d0,0x8cb0d0,8,1
sub_8cb150,0x8cb150,5,3
sub_8cb1a0,0x8cb1a0,3,2
sub_8cb1ff,0x8cb1ff,1,0
sub_8cb210,0x8cb210,9,2
sub_8cb270,0x8cb270,3,2
sub_8cb2a0,0x8cb2a0,13,4
sub_8cb360,0x8cb360,4,1
sub_8cb390,0x8cb390,8,3
sub_8cb400,0x8cb400,25,5
sub_8cb560,0x8cb560,5,1
sub_8cb5c0,0x8cb5c0,3,1
sub_8cb5f0,0x8cb5f0,4,0
sub_8cb620,0x8cb620,10,1
sub_8cb680,0x8cb680,31,7
sub_8cb840,0x8cb840,3,1
sub_8cb870,0x8cb870,3,1
sub_8cb8a0,0x8cb8a0,5,1
sub_8cb8d0,0x8cb8d0,14,6
sub_8cba70,0x8cba70,4,0
sub_8cbaa0,0x8cbaa0,5,1
sub_8cbae0,0x8cbae0,5,3
sub_8cbb60,0x8cbb60,7,3
sub_8cbbd0,0x8cbbd0,20,4
sub_8cbd10,0x8cbd10,7,4
sub_8cbd80,0x8cbd80,11,3
sub_8cbe10,0x8cbe10,5,3
sub_8cbe60,0x8cbe60,5,3
sub_8cbeb0,0x8cbeb0,5,1
sub_8cbf60,0x8cbf60,19,6
sub_8cc090,0x8cc090,14,2
sub_8cc130,0x8cc130,14,2
sub_8cc1d0,0x8cc1d0,4,1
sub_8cc200,0x8cc200,6,0
sub_8cc250,0x8cc250,6,0
sub_8cc2c0,0x8cc2c0,6,0
sub_8cc320,0x8cc320,6,0
sub_8cc380,0x8cc380,1,1
sub_8cc3b0,0x8cc3b0,1,1
sub_8cc3f0,0x8cc3f0,1,4
sub_8cc430,0x8cc430,27,4
sub_8cc560,0x8cc560,1,1
sub_8cc5a0,0x8cc5a0,5,0
sub_8cc610,0x8cc610,1,1
sub_8cc650,0x8cc650,3,1
sub_8cc6c0,0x8cc6c0,1,0
sub_8cc6d0,0x8cc6d0,1,0
sub_8cc6e0,0x8cc6e0,4,1
sub_8cc720,0x8cc720,5,1
sub_8cc770,0x8cc770,1,4
sub_8cc7b0,0x8cc7b0,6,1
sub_8cc830,0x8cc830,1,4
sub_8cc870,0x8cc870,5,2
sub_8cc8e0,0x8cc8e0,1,3
sub_8cc910,0x8cc910,5,2
sub_8cc980,0x8cc980,30,2
sub_8ccab0,0x8ccab0,21,4
sub_8ccc00,0x8ccc00,3,1
sub_8ccc30,0x8ccc30,6,0
sub_8ccc90,0x8ccc90,4,2
sub_8ccd10,0x8ccd10,3,4
sub_8ccd60,0x8ccd60,1,0
sub_8ccd70,0x8ccd70,1,0
sub_8ccd80,0x8ccd80,10,7
sub_8cd000,0x8cd000,5,5
sub_8cd0d0,0x8cd0d0,1,0
sub_8cd0e0,0x8cd0e0,1,0
sub_8cd0f0,0x8cd0f0,3,5
sub_8cd210,0x8cd210,3,2
sub_8cd240,0x8cd240,7,2
sub_8cd2b0,0x8cd2b0,10,2
sub_8cd310,0x8cd310,12,3
sub_8cd3b0,0x8cd3b0,1,0
sub_8cd3c0,0x8cd3c0,1,0
sub_8cd3d0,0x8cd3d0,1,1
sub_8cd3e0,0x8cd3e0,8,2
sub_8cd440,0x8cd440,1,0
sub_8cd450,0x8cd450,12,2
sub_8cd4c0,0x8cd4c0,15,3
sub_8cd570,0x8cd570,9,2
sub_8cd5d0,0x8cd5d0,1,0
sub_8cd5e0,0x8cd5e0,9,2
sub_8cd640,0x8cd640,6,2
sub_8cd6a0,0x8cd6a0,10,4
sub_8cd720,0x8cd720,1,1
sub_8cd740,0x8cd740,4,1
sub_8cd770,0x8cd770,6,1
sub_8cd860,0x8cd860,1,0
sub_8cd890,0x8cd890,3,1
sub_8cd8d0,0x8cd8d0,4,2
sub_8cd990,0x8cd990,1,0
sub_8cd9c0,0x8cd9c0,1,3
sub_8cda20,0x8cda20,1,2
sub_8cda80,0x8cda80,1,1
sub_8cdab0,0x8cdab0,6,1
sub_8cdb30,0x8cdb30,3,1
sub_8cdb70,0x8cdb70,1,0
sub_8cdb80,0x8cdb80,1,0
sub_8cdb90,0x8cdb90,3,0
sub_8cdbc0,0x8cdbc0,29,5
sub_8cdd00,0x8cdd00,5,1
sub_8cdd60,0x8cdd60,5,1
sub_8cddd0,0x8cddd0,3,2
sub_8cde00,0x8cde00,76,34
sub_8ce460,0x8ce460,10,1
sub_8ce4e0,0x8ce4e0,1,0
sub_8ce4f0,0x8ce4f0,1,0
sub_8ce500,0x8ce500,1,0
sub_8ce510,0x8ce510,3,1
sub_8ce560,0x8ce560,11,1
sub_8ce5f0,0x8ce5f0,1,0
sub_8ce600,0x8ce600,1,0
sub_8ce610,0x8ce610,4,0
sub_8ce650,0x8ce650,12,1
sub_8ce6f0,0x8ce6f0,1,0
sub_8ce740,0x8ce740,3,1
sub_8ce770,0x8ce770,1,0
sub_8ce780,0x8ce780,1,0
sub_8ce790,0x8ce790,1,0
sub_8ce7a0,0x8ce7a0,5,0
sub_8ce7e0,0x8ce7e0,6,1
sub_8ce830,0x8ce830,8,0
sub_8ce870,0x8ce870,1,0
sub_8ce880,0x8ce880,1,1
sub_8ce8c0,0x8ce8c0,1,0
sub_8ce900,0x8ce900,13,0
sub_8ce980,0x8ce980,1,0
sub_8ce990,0x8ce990,1,0
sub_8ce9a0,0x8ce9a0,1,0
sub_8ce9b0,0x8ce9b0,1,1
sub_8ce9d0,0x8ce9d0,10,4
sub_8cea60,0x8cea60,4,0
sub_8ceb30,0x8ceb30,1,1
sub_8ceb90,0x8ceb90,1,2
sub_8cebd0,0x8cebd0,1,0
sub_8cebe0,0x8cebe0,1,0
sub_8cebf0,0x8cebf0,1,0
sub_8cec00,0x8cec00,1,1
sub_8cec20,0x8cec20,1,2
sub_8cec70,0x8cec70,11,12
sub_8ceef0,0x8ceef0,9,2
sub_8cefb0,0x8cefb0,3,2
sub_8cefe0,0x8cefe0,5,3
sub_8cf100,0x8cf100,5,4
sub_8cf180,0x8cf180,1,0
sub_8cf190,0x8cf190,1,0
sub_8cf1a0,0x8cf1a0,1,0
sub_8cf1b0,0x8cf1b0,1,0
sub_8cf1c0,0x8cf1c0,5,3
sub_8cf240,0x8cf240,5,6
sub_8cf3a0,0x8cf3a0,4,2
sub_8cf420,0x8cf420,9,1
sub_8cf470,0x8cf470,9,3
sub_8cf4c0,0x8cf4c0,9,1
sub_8cf570,0x8cf570,4,1
sub_8cf5a0,0x8cf5a0,12,1
sub_8cf6a0,0x8cf6a0,7,1
sub_8cf730,0x8cf730,4,1
sub_8cf760,0x8cf760,3,1
sub_8cf790,0x8cf790,1,0
sub_8cf7a0,0x8cf7a0,5,1
sub_8cf7e0,0x8cf7e0,46,2
sub_8cfa10,0x8cfa10,14,6
sub_8cfb20,0x8cfb20,1,0
sub_8cfb30,0x8cfb30,1,0
sub_8cfb40,0x8cfb40,3,0
sub_8cfb80,0x8cfb80,1,1
sub_8cfbd0,0x8cfbd0,3,4
sub_8cfc80,0x8cfc80,1,0
sub_8cfc90,0x8cfc90,1,0
sub_8cfca0,0x8cfca0,3,2
sub_8cfcf0,0x8cfcf0,6,1
sub_8cfd90,0x8cfd90,1,0
sub_8cfe20,0x8cfe20,5,1
sub_8cfeb0,0x8cfeb0,7,2
sub_8cfef0,0x8cfef0,13,3
sub_8cffc0,0x8cffc0,5,2
sub_8d0050,0x8d0050,17,7
sub_8d01b0,0x8d01b0,3,0
sub_8d0220,0x8d0220,8,2
sub_8d0290,0x8d0290,3,0
sub_8d02b0,0x8d02b0,4,0
sub_8d02e0,0x8d02e0,3,3
sub_8d0340,0x8d0340,6,0
sub_8d0380,0x8d0380,16,2
sub_8d04c0,0x8d04c0,7,3
sub_8d0540,0x8d0540,3,2
sub_8d0590,0x8d0590,14,6
sub_8d0670,0x8d0670,16,4
sub_8d0760,0x8d0760,7,2
sub_8d07d0,0x8d07d0,3,2
sub_8d0900,0x8d0900,13,1
sub_8d0990,0x8d0990,26,7
sub_8d0b10,0x8d0b10,3,2
sub_8d0b40,0x8d0b40,3,1
sub_8d0b70,0x8d0b70,3,2
sub_8d0ba0,0x8d0ba0,5,1
sub_8d0bf0,0x8d0bf0,32,11
sub_8d0e00,0x8d0e00,8,1
sub_8d0e90,0x8d0e90,1,1
sub_8d0eb0,0x8d0eb0,92,12
sub_8d1440,0x8d1440,3,1
sub_8d1460,0x8d1460,3,0
sub_8d14d0,0x8d14d0,3,2
sub_8d1510,0x8d1510,12,4
sub_8d15b0,0x8d15b0,15,10
sub_8d16d0,0x8d16d0,7,0
sub_8d1700,0x8d1700,3,0
sub_8d1710,0x8d1710,9,0
sub_8d1790,0x8d1790,5,2
sub_8d1840,0x8d1840,9,1
sub_8d18b0,0x8d18b0,4,1
sub_8d18e0,0x8d18e0,1,0
sub_8d18f0,0x8d18f0,1,0
sub_8d1900,0x8d1900,1,0
sub_8d1910,0x8d1910,3,3
sub_8d1960,0x8d1960,1,1
sub_8d1970,0x8d1970,10,2
sub_8d1a70,0x8d1a70,7,2
